IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt7;IO_KArt8;IO_Summe
G36A;1;436,46;924,44;36,55;120,14;43,06;0;104,95;32,06;203,6;624,36;2525,62
G36A;2;8348,36;16998,17;214,1;2389,39;940,39;0;3206,69;213,32;2543,97;7229,99;42084,38
G36A;4;1164,66;0;919,95;37,85;20,57;117,05;601,61;452,33;451,17;704,34;4469,53
G36A;5;849,48;0;529,91;48,23;64,79;0;188,08;0,38;115,94;243,06;2039,87
G36A;7;4,91;0;3,45;0,2;0;1,07;1,52;10,32;2,09;3,45;27,01
G36A;8;157,02;0;179,93;5,34;0,37;3,89;72,07;86,36;82,76;131,25;718,99
G36A;9;296,48;0;328,94;3,43;0,4;26,31;60,08;103,3;156,34;222,03;1197,31
G36A;10;203,63;0;724,29;21,14;767,17;0;739,14;531,96;102,02;387,1;3476,45
G36A;11;247,31;1,52;649,18;4,47;3,77;0;44,73;189,54;73,98;263,43;1477,93
G36B;1;444,96;941,4;40,49;95,42;75,57;0;96,98;22,25;218,19;672,28;2607,54
G36B;2;6047,39;12193,95;161,07;1523,27;721,15;42,66;2181,02;159,31;1806,64;4503,12;29339,58
G36B;4;1202,12;0;864,66;28,31;19,74;91,94;515,32;485,67;430,45;618,55;4256,76
G36B;5;767,97;0;495,6;42,95;21,47;0;146,21;1,67;90,34;208,57;1774,78
G36B;7;7,85;0;7,43;0,6;0,07;0;2,88;12,91;3,7;4,74;40,18
G36B;8;117,57;0;126,65;4,68;4,27;0,86;52,49;34,52;52,68;87,96;481,68
G36B;9;252,68;0;275,35;2,39;3,04;5,69;50,23;151,5;118,67;194,04;1053,59
G36B;10;130,61;0;655,1;25,22;808,93;0;533,4;352,59;81,39;295,86;2883,1
G36B;11;140,71;7,07;450,68;6,5;0,06;0;35,05;73,73;39,88;187,93;941,61
G37Z;1;719,16;1372,3;85,33;156,58;43,36;0;167,22;26,94;390,84;1181,55;4143,28
G37Z;2;562,65;1114,15;16,73;145,02;33,39;0;192,97;2,55;211,03;577,47;2855,96
G37Z;4;1479,58;0;956,32;34,67;26,85;21,15;611,39;836,8;436,59;655,77;5059,12
G37Z;5;756,39;0;472,02;42,88;4,7;0;156,64;1,92;97,8;202,8;1735,15
G37Z;7;2,01;0;1,19;0,04;0;0,86;1,64;8,95;0,45;0,95;16,09
G37Z;8;39,84;0;39,38;1,49;0,1;0,18;20,32;24,2;16,79;26,63;168,93
G37Z;9;81,77;0;87,21;1,23;0,23;0,28;18,25;52,58;38,72;55,26;335,53
G37Z;10;107,38;0;236,45;10,98;205,85;0;160,86;231,98;40,1;145,21;1138,81
G37Z;11;103,1;8,72;190,67;3,34;0;0;14,7;41,1;26,42;78,33;466,38
G38Z;1;722,86;1530,73;92,31;202,73;143,02;0;179,74;31,24;365,24;1145;4412,87
G38Z;2;1147,71;2319,6;34,85;293,82;297,84;0;411,13;23,2;424,06;1150,35;6102,56
G38Z;4;1284,62;0;997,74;32,43;24,73;43,46;563,54;654,21;415,95;672,2;4688,88
G38Z;5;737,82;0;484,72;45,64;15;0;150,77;1,68;95,92;205,1;1736,65
G38Z;7;21,57;0;13,59;0,57;0;3,95;7,64;16,22;7,14;20,74;91,42
G38Z;8;110;0;106,89;3,4;8,94;0,14;45,27;25,83;48,93;76,49;425,89
G38Z;9;154,18;0;180,39;4,82;1,1;7,69;37,93;154,85;87,86;119,69;748,51
G38Z;10;104,96;0;342,22;18,08;809,02;0;250,96;202,94;49,72;191,48;1969,38
G38Z;11;81,35;3,63;225,25;2,84;0,08;0;15,18;30,63;20,99;90,52;470,47
G40Z;1;677,68;1334,11;77,66;227;158,4;0;151,09;55,17;324,33;1059,83;4065,27
G40Z;2;398,49;766,51;9,94;96,88;77,1;0;149,27;2,07;173,89;399,83;2073,98
G40Z;4;47,72;0;43,89;1,78;0,54;25,05;27,48;10,03;22,45;36,5;215,44
G40Z;5;42,7;0;26,76;2,54;0,01;0;8,11;0,01;4,84;10,9;95,87
G40Z;7;7,17;0;2,17;0,07;0;0;1,08;43,39;0,43;1,28;55,59
G40Z;8;166,58;0;178,12;6,96;5,86;4;85,75;73,88;85,96;121,37;728,48
G40Z;9;82,09;0;83,33;1,32;1,92;4,99;18,42;98,03;40,96;58,64;389,7
G40Z;10;65,82;0;243,76;15,76;741,62;0;207,23;143,4;35,32;122,03;1574,94
G40Z;11;88,35;1,97;132,5;3,26;16,5;0;10,6;16,71;16,52;63,56;349,97
G46A;1;571,07;1171,58;47,33;136,2;40,29;0;98,74;15,19;277,07;873,86;3231,33
G46A;2;168,77;332,41;4,02;38;33,15;0;57,21;1,46;62,01;167,96;864,99
G46A;4;6,17;0;5,78;0,5;0,44;1,53;3,54;1,95;3,34;4,71;27,96
G46A;5;9,8;0;5,78;0,49;0,01;0;1,63;0,12;1,07;2,24;21,14
G46A;7;1,3;0;1,02;0,09;0;0;0,88;2,1;0,5;1,03;6,92
G46A;8;177,95;0;185,24;6,93;2,71;16,29;85,17;72,76;82,86;125,05;754,96
G46A;9;48,55;0;52,43;0,7;0,66;0,87;9,68;31,85;22,33;34,71;201,78
G46A;10;24,73;0;110,95;4,91;235,09;0;79,79;70,75;13,57;50,14;589,93
G46A;11;82,51;4,7;128,36;2,57;1,63;0;10,63;13,89;17,99;62,51;324,79
G46B;1;419,69;775,87;32,07;85,01;17,53;0;67,85;7,02;200,12;644,8;2249,96
G46B;2;69,44;137,24;1,87;16,5;10,6;0;22,55;0,42;27,38;72,42;358,42
G46B;4;4,09;0;4,59;0,15;0,04;1,17;2,57;1,28;2,54;3,36;19,79
G46B;5;7,19;0;4,7;0,4;0;0;1,39;0;0,9;2,08;16,66
G46B;7;0,87;0;0,56;0,04;0;0;0,38;0,65;0,32;0,57;3,39
G46B;8;129,57;0;136,76;5,06;2,22;2,5;62,61;45,92;59,21;87,71;531,56
G46B;9;35,66;0;39,27;0,42;0,27;0,25;7,44;22,22;15,57;25,27;146,37
G46B;10;17,17;0;80,38;2,57;159,49;0;54,94;56,39;9,61;34,62;415,17
G46B;11;55,98;3;79,55;1,95;0,76;0;8,57;5,27;12,11;40,07;207,26
G46C;1;258,31;408,55;21,88;45,79;8,42;0;35,69;4,8;131,13;408,56;1323,13
G46C;2;45,9;94,14;1,39;10,08;6,26;0;14,38;0,18;18,82;46,93;238,08
G46C;4;3,53;0;3,43;0,12;0,02;1,43;2,09;0,66;1,79;2,43;15,5
G46C;5;5,26;0;3,18;0,27;0;0;0,98;0,04;0,65;1,46;11,84
G46C;7;0,5;0;0,44;0,05;0;0,22;0,3;0,28;0,12;0,38;2,29
G46C;8;148,65;0;151,47;5,65;2,71;3,67;72,13;56,36;69,38;101,97;611,99
G46C;9;21,95;0;24,35;0,28;0,18;0,42;5,27;16,37;9,29;15,75;93,86
G46C;10;14,95;0;54,59;2,1;97,57;0;37,04;38,4;6,17;25,07;275,89
G46C;11;45,35;2,31;50,21;1,4;0,45;0;5,97;2,96;8,99;28,03;145,67
G47Z;1;285,46;425,59;24,73;48,62;13,17;0;38,82;8,73;137,99;449,52;1432,63
G47Z;2;5,73;11,84;0,21;1,25;0,16;0;1,81;0,02;2,48;6,05;29,55
G47Z;4;8,58;0;7,89;0,3;0,15;2,18;4,15;2,43;4,14;6,19;36,01
G47Z;5;8,73;0;5,66;0,53;0,01;0;1,81;0,41;1,18;2,39;20,72
G47Z;7;0,44;0;0,25;0,02;0;0;0,15;0,21;0,11;0,25;1,43
G47Z;8;119,07;0;119;4,39;0,21;0,9;58,45;55,56;54,03;82,05;493,66
G47Z;9;50,17;0;54,15;0,87;0,39;0,27;11,02;45,22;22,86;35,88;220,83
G47Z;10;18,38;0;54,3;1,26;25,76;0;36,46;58,89;6,55;27,27;228,87
G47Z;11;47,91;3,06;50,04;1,46;0,09;0,03;6,78;6,29;9,52;28,56;153,74
G48A;1;592,29;1265,07;46,74;144,27;74,22;0;108,8;22,95;286,26;942,57;3483,17
G48A;2;76,89;151,02;2,95;20,13;16,67;0;23,88;5,66;30,16;81,33;408,69
G48A;4;1,36;0;1,97;0,08;0;0,05;1,33;0,17;1,14;1,57;7,67
G48A;5;3,27;0;1,98;0,21;0,03;0;0,6;0;0,44;0,91;7,44
G48A;7;0,36;0;0,17;0,01;0;0;0,1;1,44;0,1;0,24;2,42
G48A;8;114,34;0;117,8;4,08;0,12;0,3;54,18;18,73;52,8;79,57;441,92
G48A;9;32,74;0;37,63;0,44;0,19;0,12;6,46;22,45;14,88;23,98;138,89
G48A;10;34,95;0;127,06;2,34;69,85;0;93,07;103,38;16,7;58,17;505,52
G48A;11;62,55;2,41;95,46;2,41;0,01;0;9,14;9,05;13,58;47,31;241,92
G48B;1;442,2;754,31;48,85;76,19;16,46;0;67,84;12,63;207,26;664,48;2290,22
G48B;2;18,42;33,88;0,57;3,88;0,79;0;5,79;0,02;7,05;16,86;87,26
G48B;4;6,36;0;6,15;0,29;0,04;0,48;2,95;0,31;2,48;5,01;24,07
G48B;5;15,98;0;10,52;1,23;0;0;3,7;1,65;2,56;4,67;40,31
G48B;7;0,74;0;0,22;0;0;0;0,14;0;0,3;0,46;1,86
G48B;8;111,43;0;114,83;3,86;0,2;0,94;51,45;29,04;51,72;78,89;442,36
G48B;9;41,95;0;42,58;0,41;0,26;0,11;7,14;32,82;20,41;28,1;173,78
G48B;10;33,26;0;102,53;1,74;37,32;0;68,77;84,75;13,57;50,55;392,49
G48B;11;55,73;2,05;67,91;2,19;0;0;8,64;3,68;10,93;35,04;186,17
G48C;1;353,89;613,04;27,62;67,68;19,25;0;53,68;11,21;173,12;553,33;1872,82
G48C;2;60,79;120,88;2,23;13,69;6,83;0;19,05;0,72;24,62;62,86;311,67
G48C;4;3,57;0;3,41;0,18;1,43;0,6;1,91;0,96;1,61;2,66;16,33
G48C;5;4,34;0;2,72;0,21;0,01;0;0,76;0,01;0,52;1,15;9,72
G48C;7;0,8;0;0,45;0,02;0;0,07;0,15;1,31;0,28;0,44;3,52
G48C;8;152,15;0;159,47;5,55;2,19;2,29;73,02;71,04;71,71;106,93;644,35
G48C;9;26,71;0;30,7;0,35;0,17;0,11;5,59;23,59;12,02;19,77;119,01
G48C;10;17,14;0;73,84;2,42;133,88;0;50,45;58,92;8,66;31,92;377,23
G48C;11;55,95;3,29;68,23;1,79;0,21;0;8,22;3,6;11,75;36,34;189,38
G50Z;1;378,48;755,72;32,92;83,28;15,83;0;66,47;8,61;192,79;599,14;2133,24
G50Z;2;45,37;91,57;1,77;10,16;5,93;0;14,77;0,36;19,17;47,51;236,61
G50Z;4;6,42;0;5,69;0,25;0;2,07;2,82;1,77;2,81;4,42;26,25
G50Z;5;11,05;0;7,2;0,58;0,05;0;2,36;0,06;1,36;3,4;26,06
G50Z;7;1,21;0;1,08;0,11;0;0,05;0,68;1,34;0,51;0,8;5,78
G50Z;8;132,58;0;136,89;4,94;0,76;5,44;63,79;55,11;62,23;92,38;554,12
G50Z;9;35,91;0;37,04;0,46;0,2;0;7,47;17,75;16;25,31;140,14
G50Z;10;15,18;0;62,84;2,7;45,91;0;45,39;43,11;7,59;29,05;251,77
G50Z;11;55,94;3,22;88,08;2,75;0,24;0;8,16;4,97;11,66;42,03;217,05
G52Z;1;928,13;1912,61;71,91;130,35;10,32;0;134,76;23,95;398,86;1419,41;5030,3
G52Z;2;33,35;69,68;0,5;7,08;2,93;0;9,13;1,92;14,3;34,59;173,48
G52Z;4;0,55;0;0,76;0,04;0;0;0,65;0,18;0,37;0,54;3,09
G52Z;5;0,62;0;0,56;0,05;0;0;0,11;0;0,04;0,18;1,56
G52Z;7;1;0;0,61;0,02;0;0;0,28;0,41;0,3;0,35;2,97
G52Z;8;72,23;0;57,59;2,09;0,18;0;24,97;5,24;26,65;44,04;232,99
G52Z;9;42,85;0;52,23;0,48;0,05;0;7,91;39,39;19,03;35,95;197,89
G52Z;10;13,73;0;72,36;2,75;47,97;0;50,81;79,88;7,2;31,44;306,14
G52Z;11;94,78;5,15;508,78;3,71;0;0;14,25;66,98;30,12;195,94;919,71
G60A;1;519,96;1087,08;51,26;130,93;58,18;0;95,29;13,53;241,02;765,99;2963,24
G60A;2;10,62;21,75;0,41;2,74;0,08;0;3,63;0,03;4,59;11,39;55,24
G60A;4;9,79;0;9,48;0,31;0,07;3,07;5,48;2,97;5,96;7,98;45,11
G60A;5;6,93;0;4,16;0,31;0,02;0;1,26;0,01;0,82;1,79;15,3
G60A;7;0,37;0;0,19;0,01;0;0;0,1;0,13;0,08;0,25;1,13
G60A;8;8,53;0;7,67;0,29;0,01;0,09;3,98;2,28;3,68;5,35;31,88
G60A;9;46,18;0;50,39;0,64;0,35;0,78;9,36;29,38;19,34;33,83;190,25
G60A;10;11,56;0;55,02;1,25;60,5;0;41,02;36,27;6,51;24,6;236,73
G60A;11;65,01;7,35;108,75;2,42;0,1;0,15;9,17;16,3;13,03;49,06;271,34
G60B;1;179,68;281,16;16,09;42,52;48,35;0;28,29;4,02;95,44;263,88;959,43
G60B;2;0,76;1,58;0,08;0,15;0,02;0;0,22;0,01;0,31;0,86;3,99
G60B;4;3,88;0;3,97;0,14;0,06;1,75;2,35;1,07;2,1;2,94;18,26
G60B;5;3,37;0;2,22;0,19;0;0;0,61;0,01;0,39;0,86;7,65
G60B;7;0,13;0;0,12;0;0;0,01;0,05;0,12;0,05;0,09;0,57
G60B;8;10,85;0;11,04;0,43;0,11;0,13;4,82;2,89;4,89;7,38;42,54
G60B;9;21,71;0;23,1;0,4;0,19;0,18;4,38;14,57;9,45;15,53;89,51
G60B;10;3,77;0;17,87;0,56;8,33;0;12,96;12,71;2,01;7,99;66,2
G60B;11;22,44;1,46;25,11;0,64;0,05;0,05;2,77;1,11;4,11;14,05;71,79
G64A;1;546;1077,95;50,13;125,54;63,26;0;106,57;14,09;271,51;841,36;3096,41
G64A;2;112,6;223,41;9,28;28,63;8,74;0;36,18;3,56;45,16;107,78;575,34
G64A;4;7,88;0;7,73;0,38;0,02;1,13;3,53;2,62;3,55;5,38;32,22
G64A;5;9,97;0;6,78;0,67;0,05;0;2,33;0;1,3;3,04;24,14
G64A;7;0,53;0;0,2;0,01;0;0;0,1;0;0,17;0,27;1,28
G64A;8;56,19;0;59,74;2,13;0,37;1,13;28,71;15,29;26,26;41,28;231,1
G64A;9;53,04;0;57,12;0,56;0,21;0,87;9,74;29,63;25,18;36,98;213,33
G64A;10;26,1;0;109,99;3,3;78,42;0;85,04;69,43;15,18;50,75;438,21
G64A;11;75,52;3,45;117,61;3,69;0,04;0;11,89;8,5;16,11;56,77;293,58
G64B;1;256,28;377,66;25,34;39,13;13,79;0;34,39;4,26;120,99;406,52;1278,36
G64B;2;2,96;5,85;0,14;0,62;0,13;0;0,88;0;1,22;3,36;15,16
G64B;4;0,69;0;0,79;0,02;0;0,04;0,4;0,1;0,43;0,66;3,13
G64B;5;1,3;0;0,9;0,09;0;0;0,27;0,03;0,18;0,36;3,13
G64B;6;0,01;0;0,04;0;0;0;0;0;0;0,02;0,07
G64B;7;0,13;0;0,07;0,01;0;0;0,05;0,08;0,06;0,12;0,52
G64B;8;40,3;0;40,73;1,48;0,07;0,01;19,57;5,99;18,17;28,84;155,16
G64B;9;24,97;0;26,19;0,29;0,15;0;4,17;21,91;12,15;17,77;107,6
G64B;10;11,13;0;41,79;0,89;4,65;0;31,21;46,81;5,06;19,64;161,18
G64B;11;40,83;2,15;44,59;1,69;0,05;0;5,78;1,79;8;25,02;129,9
G65Z;1;205,76;355,53;16,73;33,14;1,81;0;33,42;2,18;99,47;319,71;1067,75
G65Z;2;5,53;10,98;0,23;0,98;0,03;0;1,35;0,07;2,09;5,49;26,75
G65Z;4;0,79;0;0,75;0,03;0,01;0,03;0,47;0,09;0,46;0,67;3,3
G65Z;5;0,76;0;0,47;0,05;0;0;0,16;0,04;0,11;0,19;1,78
G65Z;6;0;0;0,01;0;0;0;0;0;0;0;0,01
G65Z;7;0,11;0;0,05;0,01;0;0;0,02;0,08;0,05;0,07;0,39
G65Z;8;24,06;0;24,08;0,91;0,06;0,05;10,77;2,35;11,27;15,84;89,39
G65Z;9;29,99;0;35,53;0,38;0,13;0,04;5,9;22,1;13,38;21,94;129,39
G65Z;10;3,88;0;25,45;0,74;1,56;0;17,87;16,84;2,98;10,29;79,61
G65Z;11;39,45;3,67;47,58;1,83;0,02;0;6,21;1,13;8,38;25,81;134,08
G66Z;1;236,19;396,54;17,15;39,57;4,78;0;33,75;8,87;112,24;372,66;1221,75
G66Z;2;10,81;22,18;0,18;2,22;0,47;0;3,2;0,31;3,91;10,28;53,56
G66Z;4;1,06;0;1,63;0,05;1,11;0;0,69;0,4;0,78;1,08;6,8
G66Z;5;1,37;0;1,04;0,05;0,01;0;0,21;0,04;0,15;0,33;3,2
G66Z;7;0,22;0;0,33;0,01;0;0;0,06;0,2;0,09;0,16;1,07
G66Z;8;34,86;0;35,23;1,25;0,07;0,08;15,32;2,93;14,64;23,14;127,52
G66Z;9;30,32;0;34,8;0,47;0,07;0;7,45;29,56;13,73;22,41;138,81
G66Z;10;4,69;0;30,56;0,89;3,49;0;21,88;26,38;3,36;13,12;104,37
G66Z;11;53,81;2,4;59,7;2,2;0;0;7,91;2,1;10,47;33,3;171,89
G67A;1;279,03;514,02;21,6;52,96;5,88;0;45,04;3,66;131,34;426,62;1480,15
G67A;2;13,6;26,63;0,51;3,04;1,3;0;3,98;0,3;5,23;13,96;68,55
G67A;4;2,07;0;2,17;0,08;0,03;0,35;0,94;0,33;1,22;1,59;8,78
G67A;5;2,88;0;1,94;0,16;0;0;0,65;0,06;0,41;0,86;6,96
G67A;7;1,52;0;1,83;0,13;0,02;0,05;0,91;3,12;0,7;1,08;9,36
G67A;8;38,72;0;39,54;1,46;0,22;0,56;18,06;10,34;17,37;26,61;152,88
G67A;9;17,36;0;19,88;0,23;0,11;0,08;3,44;12,79;7,8;12,66;74,35
G67A;10;8,89;0;43,74;1,07;15,32;0;32,19;39,15;5,15;19,12;164,63
G67A;11;38,04;2,48;48,8;1,56;0,03;0;5,76;1,91;7,59;25,03;131,2
G67B;1;234,35;407,44;21,9;30,59;2,6;0;36,44;2,41;107,17;331,04;1173,94
G67B;2;5,48;11;0,17;1,12;0,32;0;1,63;0,03;2,31;5,78;27,84
G67B;4;0,47;0;0,41;0,02;0;0,03;0,2;0,05;0,24;0,34;1,76
G67B;5;0,82;0;0,54;0,06;0;0;0,17;0,04;0,12;0,25;2
G67B;7;0,07;0;0,03;0;0;0;0,01;0,01;0,02;0,03;0,17
G67B;8;32,61;0;32,42;1,2;0,07;0,04;14,17;2,28;14,57;21,49;118,85
G67B;9;15,79;0;18,36;0,19;0,06;0;3,06;15,67;7,06;11,61;71,8
G67B;10;5,27;0;29,7;0,94;11,79;0;21,98;26,92;3,31;12,52;112,43
G67B;11;33,41;2,6;39,54;1,36;0,07;0;4,7;0,67;6,38;20,6;109,33
G67C;1;177,94;264,89;13,57;21,73;0,57;0;22,58;2,33;80,89;263,81;848,31
G67C;2;1,24;2,55;0,03;0,24;0;0;0,34;0;0,54;1,46;6,4
G67C;4;0,45;0;0,41;0,01;0;0;0,19;0,04;0,27;0,29;1,66
G67C;5;0,59;0;0,4;0,03;0;0;0,11;0,09;0,07;0,14;1,43
G67C;6;0,01;0;0,03;0;0;0;0;0;0;0,02;0,06
G67C;7;0,08;0;0,04;0;0;0;0,03;0,01;0,02;0,04;0,22
G67C;8;39,46;0;38,79;1,49;0,05;0;16,85;1,81;17,12;24,64;140,21
G67C;9;10,49;0;12,52;0,12;0,04;0;2,07;9,97;4,63;7,75;47,59
G67C;10;4,66;0;25,6;0,7;1,94;0;17,96;29,79;2,9;10,82;94,37
G67C;11;33,67;2,44;37,02;1,14;0;0;4,68;0,61;6,37;19,5;105,43
G70A;1;320,35;646,62;40,92;43,96;6,85;0;58,42;6,27;146,73;392,44;1662,56
G70A;2;25,24;50,79;1,05;5,09;0,88;0;8,76;0,15;10,97;29,41;132,34
G70A;4;36,65;0;30,65;1,55;0,17;0,01;14,68;0,72;16,27;30,88;131,58
G70A;5;48,52;0;33,8;3,18;0,25;0;11,58;0;6,61;15,89;119,83
G70A;7;0,3;0;0,37;0;0;0;0,04;0;0,07;0,17;0,95
G70A;8;10,02;0;9,62;0,24;0;0;1,97;1,15;4,96;6,52;34,48
G70A;9;26,79;0;22,57;0,38;0,03;0;3,52;3,17;13,13;16,71;86,3
G70A;10;14,61;0;34,54;0,54;7,86;0;23,58;8,67;5,59;16,78;112,17
G70A;11;25,74;0,68;49,71;0,59;0;0;2,72;9,84;4,59;17,58;111,45
G70B;1;277,05;450,64;21,92;46,6;6,6;0;42,29;5,12;137,98;437,8;1426
G70B;2;14,69;30,23;0,42;3,31;1,41;0;4,66;0,19;5,77;15,89;76,57
G70B;4;3,46;0;3,5;0,12;0,05;0,15;2,01;1,09;2;2,8;15,18
G70B;5;3,91;0;2,48;0,22;0,01;0;0,78;0;0,5;1,05;8,95
G70B;7;0,46;0;0,44;0,03;0;0;0,27;0,39;0,18;0,28;2,05
G70B;8;65,37;0;65,65;2,45;0,14;0,52;28,52;14,03;30,39;43,88;250,95
G70B;9;35,1;0;39,19;0,49;0,11;0,07;7,33;30,57;15,61;25,33;153,8
G70B;10;9;0;41,88;1,35;15,83;0;30,05;37,18;5,05;18,7;159,04
G70B;11;45,26;2,56;50,75;1,9;0;0;6,9;1,83;9,4;27,39;145,99
G71Z;1;168,62;258,76;13,92;26,22;2,78;0;23,67;2,77;82,78;265,96;845,48
G71Z;2;3,24;6,49;0,15;0,64;0,09;0;0,91;0,03;1,32;3,44;16,31
G71Z;4;4,62;0;5,06;0,15;0,03;0,04;2,59;0,63;2,4;3,37;18,89
G71Z;5;6,41;0;4,22;0,36;0,02;0;1,25;0,05;0,82;1,74;14,87
G71Z;7;0,13;0;0,09;0,01;0;0;0,04;0,22;0,03;0,07;0,59
G71Z;8;78,29;0;81,4;3,16;0,41;0,31;35,45;29,4;37,17;56,47;322,06
G71Z;9;12,27;0;14,15;0,16;0,13;0;2,39;9,51;5,72;8,98;53,31
G71Z;10;8,78;0;30,15;0,77;3,83;0;19,69;27,37;3,28;14,34;108,21
G71Z;11;28,54;1,67;31,06;1,02;0,07;0;4,36;1,11;5,76;16,95;90,54
G72A;1;197,01;322,76;28,3;13,49;0,11;0;26,68;0;79,46;210,48;878,29
G72A;2;4,94;11;0,26;1,93;0;0;3,04;0;3,25;6,94;31,36
G72A;4;0,78;0;0,41;0,09;0;0;0,31;0;0,35;1,03;2,97
G72A;5;4,33;0;2,06;0,14;0;0;0,63;0;0,31;0,9;8,37
G72A;8;3,28;0;2,9;0,06;0;0;1,27;0;1,61;1,82;10,94
G72A;9;4,18;0;5,67;0,07;0;0;0,68;0,06;2,27;3,31;16,24
G72A;10;1,9;0;15,13;0,33;0;0;13;10,69;1,82;6,46;49,33
G72A;11;22,93;1,81;22,42;1,08;0;0;2,48;0;3,43;12,3;66,45
G72B;1;158,01;215,96;13,8;15,65;0,28;0;18,7;1,57;70,62;222,36;716,95
G72B;2;1,51;3,03;0,04;0,23;0,02;0;0,39;0;0,62;1,8;7,64
G72B;4;0,55;0;0,61;0,02;0;0;0,24;0,05;0,33;0,49;2,29
G72B;5;0,74;0;0,46;0,04;0;0;0,13;0,06;0,09;0,17;1,69
G72B;6;0,07;0;0,12;0,01;0,12;0;0,02;0;0,02;0,07;0,43
G72B;7;0,07;0;0,05;0;0;0;0,03;0,05;0,02;0,03;0,25
G72B;8;19,92;0;19,98;0,74;0,06;0;8,69;0,87;8,84;13,08;72,18
G72B;9;12,29;0;14,02;0,15;0,04;0;2,54;10,71;5,5;9,11;54,36
G72B;10;2,45;0;17,83;0,55;0,12;0;13,13;15,35;2,08;7,72;59,23
G72B;11;30,82;2,34;30,61;1,12;0,01;0;4,18;0,43;5,71;17,43;92,65
G73Z;1;250,37;416,76;20,06;42,63;4,76;0;36,24;4,87;116,55;395,81;1288,05
G73Z;2;40,02;82,75;1,24;9,11;2,25;0;12,08;0,34;16,39;42,49;206,67
G73Z;4;0,22;0;0,21;0,01;0,01;0;0,15;0,05;0,11;0,15;0,91
G73Z;5;0,3;0;0,21;0,02;0;0;0,06;0;0,04;0,08;0,71
G73Z;7;0,41;0;0,34;0,01;0;0;0,08;0,33;0,12;0,18;1,47
G73Z;8;102,05;0;102,05;3,95;0,92;0,24;43,75;10,24;45;69,17;377,37
G73Z;9;13,09;0;15,44;0,17;0,04;0;2,39;11,33;5,63;9,37;57,46
G73Z;10;12,79;0;55,66;2,68;103,49;0;36,95;47,6;6,32;24,24;289,73
G73Z;11;43;2,39;52,23;1,49;0,19;0;6,46;1,64;8,58;27,4;143,38
G74Z;1;173,07;254,47;13,28;25,32;2,18;0;22,96;2,08;77,44;271,03;841,83
G74Z;2;2,76;5,64;0,09;0,6;0,01;0;0,76;0;1,21;3,02;14,09
G74Z;4;3,58;0;3,54;0,12;0,01;0;2,04;0,57;1,75;2,4;14,01
G74Z;5;3,17;0;2,09;0,18;0,01;0;0,56;0,02;0,35;0,79;7,17
G74Z;7;0,15;0;0,12;0;0;0;0,04;0,16;0,02;0,07;0,56
G74Z;8;81,03;0;77,48;2,9;0,07;0;35,35;3,69;35,07;52,78;288,37
G74Z;9;7,26;0;9,24;0,15;0,02;0;1,23;4,92;3,11;6,01;31,94
G74Z;10;4,49;0;26,16;0,75;8,47;0;17,44;26,16;2,72;10,64;96,83
G74Z;11;34,94;2,65;39,15;1,13;0;0;5,29;0,92;7,12;21,66;112,86
G77Z;1;553,97;1304,7;53,49;138,42;40,68;0;114,9;22,2;235,32;853,02;3316,7
G77Z;2;53,49;105,34;1,86;10,54;8,22;0;13,69;1,28;19,19;54,42;268,03
G77Z;4;2,9;0;3,25;0,14;0,28;0,56;1,59;0,63;1,42;2,27;13,04
G77Z;5;4,5;0;3,04;0,33;0,04;0;0,93;0;0,49;1,57;10,9
G77Z;7;1,29;0;1,09;0,07;0;0;0,42;1,6;0,98;0,99;6,44
G77Z;8;52,32;0;49,95;1,76;0,7;0,13;22,35;8,75;21,51;34,95;192,42
G77Z;9;31,45;0;36,61;0,52;0,16;0,72;5,76;20,6;14,48;24,3;134,6
G77Z;10;12,99;0;78,54;1,56;55,09;0;62,72;78,04;9,95;35,35;334,24
G77Z;11;49,34;3,32;78,9;2,73;0,1;0;8,83;9,52;10,13;40,04;202,91
H01A;1;762,84;1534,59;114,96;224,64;76,8;0;150,49;16,06;388,3;1318,39;4587,07
H01A;2;486,15;988,1;13,29;131,66;47,38;0;181,99;2,41;208,85;592,82;2652,65
H01A;4;1442,83;0;1007,47;37,06;17,56;15,43;617,07;363,48;427,13;699,46;4627,49
H01A;5;741,14;0;459,19;47,79;24,95;0;162,98;1,53;97,76;249,68;1785,02
H01A;7;4,17;0;2,17;0,05;0;0,17;0,44;1,52;0,56;1,55;10,63
H01A;8;46,97;0;40,81;1,51;0,44;6,62;23,66;36,94;17,22;29,74;203,91
H01A;9;80,7;0;87,84;1,29;6,25;4,92;12,66;42,91;40,41;56,92;333,9
H01A;10;113,65;0;266,88;5,6;214,12;0;205,51;200,49;40,05;155,96;1202,26
H01A;11;91,13;0,96;162,86;1,88;0,03;0;10,4;90,16;26,86;67,94;452,22
H01B;1;636,31;1191,95;52,44;157,81;26,44;0;139,21;13,19;372,16;1073,11;3662,62
H01B;2;412,65;861,69;11,16;114,46;25,79;0;150,61;2,87;175,51;447,32;2202,06
H01B;4;1151,72;0;771,63;26,88;47,29;9,86;420,98;490,77;365;558,47;3842,6
H01B;5;621,07;0;381,91;38,16;3,37;0;140,13;0,51;86,68;172,73;1444,56
