IK_MDC;IK_DRG;IK_Faelle_Anzahl;IK_PCCL0;IK_PCCL1;IK_PCCL2;IK_PCCL3;IK_PCCL4;IK_GeschlechtM;IK_GeschlechtW;IK_GeschlechtU;IK_AlterU28T;IK_AlterU01;IK_AlterU03;IK_AlterU06;IK_AlterU10;IK_AlterU16;IK_AlterU18;IK_AlterU30;IK_AlterU40;IK_AlterU50;IK_AlterU55;IK_AlterU60;IK_AlterU65;IK_AlterU75;IK_AlterU80;IK_AlterU99;IK_VWD_Kurz;IK_VWD_Norm;IK_VWD_Lang;IK_uGVD;IK_oGVD;IK_VWD_MW;IK_Bewertungsrelation;IK_Gesamt;IK_VWD_STD;IK_KOST_MW;IK_KOST_STD
08 ;I22B;461;0,0456;0,0022;0,0022;0,9501;0;0,5987;0,4013;0;0;0;0,0043;0;0,0022;0,0087;0;0,0542;0,0456;0,0998;0,0716;0,1128;0,1171;0,1866;0,1236;0,1735;0,0578;0,8074;0,1349;6;40;21,5;3,301;0,0002;8,6;9270,91;4079,78
08 ;I23A;1249;0,8511;0,056;0,0416;0,0456;0,0056;0,5444;0,4556;0;0;0;0,0064;0,0008;0,0032;0,0304;0,0144;0,0841;0,1105;0,2042;0,1441;0,1337;0,0921;0,1241;0,0368;0,0152;0,3053;0,6366;0,0581;1;7;3,2;0,814;0,0005;1,5;2286,35;743,77
08 ;I23B;3428;0,8396;0,049;0,0642;0,0403;0,007;0,4574;0,5426;0;0;0;0,0015;0,0058;0,012;0,042;0,0236;0,124;0,089;0,1534;0,1027;0,082;0,0898;0,1508;0,0671;0,0563;0,5152;0,4302;0,0546;1;6;2,9;0,694;0,0013;1,2;1949,69;600
08 ;I24Z;3855;0,9017;0,0501;0,0314;0,014;0,0029;0,4599;0,5401;0;0;0;0,0008;0,0088;0,0376;0,0877;0,0112;0,0503;0,0441;0,1235;0,0983;0,1097;0,1043;0,1914;0,0809;0,0514;0,5485;0,4114;0,0401;1;6;2,7;0,607;0,0015;1;1704,22;433,2
08 ;I26Z;340;0;0;0;0,0382;0,9618;0,5765;0,4235;0;0;0,0088;0;0,0029;0;0,0029;0,0029;0,0088;0,0088;0,0235;0,0206;0,0353;0,0676;0,1824;0,2029;0,4324;0,0178;0,7556;0,2267;9;48;30,4;10,069;0,0001;11,1;28277,63;10316,1
08 ;I27A;100;0,21;0,16;0,15;0,2;0,28;0,4;0,6;0;0;0,03;0,03;0,02;0,03;0,05;0,01;0,01;0,07;0,12;0,07;0,08;0,11;0,21;0,07;0,09;0,0169;0,8475;0,1356;4;30;14,7;3,902;0;7,1;10958,21;5287,57
08 ;I27B;617;0;0;0;0,0616;0,9384;0,4943;0,5057;0;0;0,0032;0,0032;0,0081;0,0194;0,034;0,0097;0,0324;0,0373;0,0519;0,0583;0,0486;0,0729;0,2091;0,1345;0,2771;0,0653;0,8227;0,112;4;32;16,4;3,172;0,0002;7,3;8907,77;4156,62
08 ;I27C;1246;0,447;0,0706;0,0465;0,4358;0;0,5795;0,4205;0;0;0,0048;0,0072;0,0177;0,0249;0,0417;0,0104;0,0546;0,0602;0,1132;0,0811;0,0762;0,0931;0,1998;0,1035;0,1116;0,1195;0,7962;0,0843;2;18;8,2;1,515;0,0005;4,4;4254,18;1789,37
08 ;I27D;9358;0,8947;0,0657;0,0395;0;0;0,6744;0,3256;0;0;0,0125;0,0029;0,0087;0,0115;0,0209;0,0082;0,0844;0,1187;0,2255;0,1265;0,1024;0,0879;0,1291;0,0364;0,0243;0,1182;0,8209;0,061;1;10;4,3;0,937;0,0036;2,1;2631,49;893,77
08 ;I28A;245;0,7102;0,0694;0,0694;0,1102;0,0408;0,6041;0,3959;0;0;0;0,0041;0,0041;0;0,0163;0,0122;0,0653;0,0694;0,1633;0,1184;0,1061;0,0939;0,2041;0,1102;0,0327;0,0943;0,8249;0,0808;1;15;5,8;1,947;0,0001;3,9;5468,86;2784,43
08 ;I28B;1139;0,547;0,1475;0,1001;0,1282;0,0773;0,4706;0,5294;0;0;0;0,0009;0,0053;0,0105;0,0202;0,007;0,0676;0,0571;0,0887;0,0641;0,0746;0,0808;0,2493;0,1431;0,1308;0,1623;0,7578;0,0798;2;20;9;1,354;0,0004;5;3801,06;1833,92
08 ;I28C;570;0,8088;0,0772;0,0368;0,0491;0,0281;0,614;0,386;0;0;0,0018;0,007;0,0105;0,0105;0,0298;0,0263;0,1193;0,0912;0,1754;0,0912;0,0965;0,0912;0,1246;0,0649;0,0596;0,2032;0,7063;0,0905;1;11;4,3;0,857;0,0002;2,9;2408,08;1032,64
08 ;I29A;871;0,7761;0,0907;0,0631;0,0494;0,0207;0,6223;0,3777;0;0;0;0;0;0,0011;0,0034;0,0092;0,1206;0,1263;0,1998;0,116;0,1068;0,1045;0,147;0,039;0,0264;0,0297;0,8915;0,0788;1;11;4,9;1,39;0,0003;2,4;3903,99;1371,88
08 ;I29B;9932;0,9288;0,0357;0,0174;0,0156;0,0024;0,6694;0,3306;0;0;0;0;0;0,0001;0,0085;0,0135;0,1257;0,0737;0,1677;0,1294;0,1319;0,1297;0,1706;0,0406;0,0088;0,0639;0,8711;0,065;1;7;3,7;1,076;0,0038;1,4;3021,71;764
08 ;I30Z;10246;0,9496;0,0234;0,0143;0,0114;0,0012;0,598;0,402;0;0;0,0003;0;0,0004;0,0028;0,063;0,0634;0,3607;0,1794;0,1863;0,0614;0,0335;0,0194;0,0216;0,0049;0,0028;0,0309;0,9052;0,0639;1;8;3,8;1,146;0,0039;1,5;3218,81;944,83
08 ;I31A;690;0,7101;0,1087;0,0899;0,0623;0,029;0,3681;0,6319;0;0;0;0,0014;0,0029;0,0029;0,0145;0,0087;0,0652;0,0638;0,113;0,0739;0,087;0,0797;0,2188;0,1203;0,1478;0,0299;0,8961;0,074;2;18;8,9;2,121;0,0003;3,9;5955,88;2158,39
08 ;I31B;3002;0,7722;0,0826;0,0799;0,046;0,0193;0,3538;0,6462;0;0;0;0,001;0,0013;0,0047;0,027;0,0123;0,0746;0,0503;0,0999;0,0736;0,0886;0,0899;0,2049;0,1166;0,1552;0,0365;0,8913;0,0721;1;14;6,3;1,402;0,0011;3,3;3938,53;1359,88
08 ;I32A;701;0,5178;0,1355;0,1427;0,1441;0,0599;0,689;0,311;0;0;0,0143;0,0471;0,0157;0,0029;0,0143;0,0114;0,1084;0,0856;0,1612;0,0785;0,1041;0,0713;0,1327;0,0713;0,0813;0,0574;0,8741;0,0686;3;26;12,7;2,402;0,0003;6,2;6745,04;3266,61
08 ;I32B;260;0,6885;0;0,0038;0,2269;0,0808;0,6577;0,3423;0;0;0,1038;0,6154;0,2538;0,0231;0,0038;0;0;0;0;0;0;0;0;0;0;0,1174;0,8725;0,0101;1;11;5,5;1,481;0,0001;2,2;4159,38;1292,85
08 ;I32C;522;0,818;0,0939;0,0651;0,0192;0,0038;0,4464;0,5536;0;0;0;0;0;0;0,0057;0,0019;0,0345;0,0594;0,1992;0,1513;0,1571;0,1111;0,2011;0,0613;0,0172;0,0731;0,8878;0,0391;2;17;8,3;1,638;0,0002;3,9;4600,16;1372,23
08 ;I32D;3020;0,8474;0,0695;0,0467;0,0295;0,007;0,6891;0,3109;0;0;0,001;0,0017;0;0,007;0,0182;0,0162;0,1752;0,0868;0,1344;0,0934;0,1036;0,0921;0,1801;0,0586;0,0318;0,0931;0,8521;0,0547;1;9;4;1,064;0,0012;1,9;2988,95;1022,63
08 ;I32E;67;0,9552;0;0,0149;0,0149;0,0149;0,6418;0,3582;0;0;0,0299;0,3731;0,597;0;0;0;0;0;0;0;0;0;0;0;0;0,2816;0,6505;0,068;1;7;3,4;0,941;0;1,4;2643,16;839,43
08 ;I32F;6782;0,891;0,05;0,0395;0,0158;0,0037;0,5823;0,4177;0;0;0;0;0;0,0077;0,0184;0,0164;0,128;0,0874;0,1519;0,1081;0,1087;0,1006;0,1659;0,0659;0,0411;0,2942;0,6565;0,0493;1;7;3,2;0,848;0,0026;1,3;2381,4;727,94
08 ;I32G;753;0,8765;0,0584;0,0345;0,0239;0,0066;0,5697;0,4303;0;0;0;0,0173;0,0133;0,0266;0,085;0,0186;0,1461;0,0983;0,1142;0,077;0,081;0,0558;0,1381;0,0518;0,077;0,5809;0,3784;0,0407;1;6;2,8;0,671;0,0003;1,1;1884,42;577,44
08 ;I33Z;48;0,7292;0,0417;0,0417;0,1667;0,0208;0,5625;0,4375;0;0;0,0417;0,0208;0,125;0,125;0,3542;0,125;0,1667;0,0208;0,0208;0;0;0;0;0;0;0,0192;0,9231;0,0577;2;17;8,9;2,617;0;3,7;7349,98;3804,48
08 ;I34Z;2953;0,083;0,0901;0,125;0,2943;0,4077;0,2228;0,7772;0;0;0;0;0;0;0;0;0;0;0;0,0007;0,0024;0,0085;0,1314;0,1964;0,6607;0;0,9058;0,0942;;41;26,5;3,516;0,0011;7;9874,12;2166,35
08 ;I36Z;98;0,7551;0,0408;0,0306;0,1327;0,0408;0,5204;0,4796;0;0;0;0;0;0;0;0;0;0,0306;0,0612;0,1224;0,1633;0,1735;0,2551;0,0714;0,1224;0;0,8991;0,1009;4;26;13,9;3,707;0;5,4;10409,99;2153,59
08 ;I37Z;49;0,0612;0,0204;0,0204;0,2449;0,6531;0,5102;0,4898;0;0;0;0,0408;0,3061;0,2857;0,2041;0,0204;0,0204;0;0,0612;0,0204;0,0204;0;0,0204;0;0;0;0,8596;0,1404;6;39;21,3;5,797;0;8,8;16280,36;5426,51
08 ;I39Z;792;0,1389;0,1679;0,1982;0,3434;0,1515;0,5391;0,4609;0;0;0;0;0;0;0,0013;0;0,0076;0,0126;0,0366;0,0644;0,0694;0,101;0,3434;0,1806;0,1831;0,0214;0,848;0,1306;6;40;22,1;3,701;0,0003;8,7;10394,43;4235,59
08 ;I41Z;2652;0,2202;0,1965;0,2221;0,2858;0,0754;0,2055;0,7945;0;0;0;0;0;0;0;0;0;0;0,0004;0,0011;0,0023;0,0106;0,1259;0,1938;0,6659;0;0,906;0,094;;33;21,2;1,887;0,001;5,5;5297,87;1197,02
08 ;I42Z;5669;0,6502;0,2238;0,0916;0,0333;0,0011;0,3004;0,6994;0,0002;0;0;0;0,0004;0,0002;0,0009;0,0012;0,0159;0,0393;0,1439;0,1293;0,1233;0,1028;0,2164;0,1231;0,1032;0;0,9856;0,0144;;22;13,1;1,182;0,0022;3,7;3318,81;888,27
08 ;I43A;190;0;0,0053;0,0105;0;0,9842;0,3263;0,6737;0;0;0;0;0;0;0,0053;0;0;0;0,0158;0,0263;0,0158;0,0579;0,2842;0,2263;0,3684;0,0174;0,8261;0,1565;6;39;21,2;4,901;0,0001;8,2;13764,5;4498,98
08 ;I43B;1880;0,4399;0,2878;0,1452;0,1271;0;0,3149;0,6851;0;0;0;0;0;0;0;0;0,0016;0,0053;0,05;0,066;0,0899;0,125;0,3319;0,1771;0,1532;0,002;0,9279;0,0701;3;21;12,5;3,187;0,0007;3,6;8951,3;2288,43
08 ;I44A;233;0,1202;0,0172;0,0172;0,03;0,8155;0,4506;0,5494;0;0;0;0;0,0043;0;0,0129;0,0129;0,0558;0,0172;0,0258;0,0258;0,0472;0,0644;0,3476;0,2103;0,176;0,0458;0,8893;0,0649;4;30;15,8;3,442;0,0001;6,8;9665,58;3318,9
08 ;I44B;16122;0,7805;0,1052;0,0727;0,0416;0;0,3542;0,6458;0;0;0;0;0;0;0;0,0001;0,0006;0,0016;0,0282;0,0527;0,0943;0,1392;0,3777;0,199;0,1066;0,0008;0,9491;0,0502;3;17;11,2;2,403;0,0061;2,3;6749,12;1050,91
08 ;I44C;2683;0,836;0,0995;0,0447;0,0186;0,0011;0,4305;0,5695;0;0;0;0;0;0;0;0;0;0,006;0,0719;0,1204;0,1606;0,161;0,3071;0,1167;0,0563;0;0,9431;0,0569;2;15;9,3;1,983;0,001;2,5;5570,09;1139,79
08 ;I45A;76;0,9342;0,0395;0,0132;0,0132;0;0,3947;0,6053;0;0;0;0;0;0;0;0;0,0263;0,1711;0,5;0,1842;0,0921;0,0132;0,0132;0;0;0;0,9744;0,0256;1;11;6,3;3,225;0;2,1;9056,27;2141,9
08 ;I45B;635;0,9181;0,0583;0,0173;0,0063;0;0,4724;0,5276;0;0;0;0;0;0;0,0016;0,0016;0,0504;0,2567;0,4016;0,1559;0,0724;0,0394;0,0189;0,0016;0;0,0044;0,9338;0,0618;1;11;5,9;2,237;0,0002;2,1;6280,77;1263,56
08 ;I46A;232;0,0302;0,0043;0,0345;0,0733;0,8578;0,3664;0,6336;0;0;0;0;0;0;0;0;0;0,0043;0,0043;0,0172;0,0302;0,0431;0,1552;0,2155;0,5302;0,0455;0,8788;0,0758;7;41;23,3;5,289;0,0001;8,8;14854,22;5311,82
08 ;I46B;2115;0,573;0,1121;0,1764;0,1385;0;0,3768;0,6232;0;0;0;0;0;0;0;0;0,0014;0,008;0,0397;0,0444;0,0695;0,0879;0,3191;0,2236;0,2061;0,0009;0,9066;0,0926;3;23;13,4;2,818;0,0008;4,2;7913,47;1912,77
08 ;I47A;2528;0,7239;0,1155;0,0811;0,0783;0,0012;0,392;0,608;0;0;0;0;0;0;0;0,0008;0,0099;0,0202;0,0672;0,0669;0,0945;0,1187;0,32;0,178;0,1238;0,0073;0,924;0,0687;3;19;11,2;2,433;0,001;3,2;6833,43;1491,46
08 ;I47B;21545;0,7391;0,0991;0,0867;0,075;0,0001;0,3875;0,6125;0;0;0;0;0;0;0;0,0001;0,0026;0,0075;0,0437;0,0544;0,0856;0,1169;0,3189;0,1851;0,1852;0,004;0,9199;0,0761;3;17;11,1;2,24;0,0082;2,7;6291,72;978,15
08 ;I50Z;1387;0,5191;0,2675;0,2069;0,0029;0,0036;0,6366;0,3634;0;0;0,0007;0,0036;0,0043;0,0029;0,0137;0,0101;0,0642;0,0764;0,1528;0,1045;0,0959;0,0908;0,1997;0,0858;0,0944;0,1527;0,7429;0,1044;4;28;13,9;2,154;0,0005;6,8;6048,55;2972,53
08 ;I54Z;701;0,2225;0,2197;0,1983;0,2568;0,1027;0,5621;0,4379;0;0;0,0014;0,0029;0,0014;0,0086;0,0185;0,0071;0,0171;0,0157;0,0642;0,0756;0,0984;0,1355;0,3039;0,1369;0,1127;0,0801;0,8257;0,0942;2;22;9,4;1,55;0,0003;5,7;4353,09;2112,01
08 ;I59Z;2440;0,952;0,0287;0,0098;0,0094;0;0,559;0,441;0;0;0,0004;0,0123;0,0857;0,1598;0,1533;0,025;0,1504;0,0939;0,1176;0,0627;0,0434;0,0307;0,0393;0,0131;0,0123;0,3169;0,6276;0,0556;1;6;2,9;0,758;0,0009;1,2;2129,98;593,34
08 ;I60Z;52;0,7885;0,0385;0,1346;0,0385;0;0,6538;0,3462;0;0;0,2115;0,7885;0;0;0;0;0;0;0;0;0;0;0;0;0;0,45;0,52;0,03;4;29;14,7;2,394;0;6,8;6723,4;4065,7
08 ;I64A;117;0,735;0,1795;0,0598;0,0256;0;0,5726;0,4274;0;0;0,0427;0,1282;0,094;0,2222;0,5128;0;0;0;0;0;0;0;0;0;0;0,5249;0,4483;0,0268;3;26;11,2;1,907;0;7,1;5356,47;2414,9
08 ;I64B;109;0;0;0;0,789;0,211;0,4862;0,5138;0;0;0;0;0;0;0;0,0092;0,0183;0,0183;0,0917;0,0734;0,1009;0,0917;0,2294;0,1009;0,2661;0,0896;0,8134;0,097;3;26;12,7;1,497;0;6,2;4205,05;2067,75
08 ;I64C;320;0,5969;0,2438;0,1594;0;0;0,5563;0,4438;0;0;0;0;0;0;0;0,0625;0,0563;0,0844;0,1438;0,0813;0,1094;0,0844;0,1563;0,0781;0,1438;0,1578;0,7425;0,0998;1;14;6,1;0,636;0,0001;3,5;1786,23;817,27
08 ;I65A;204;0,2843;0,2157;0,2353;0,2402;0,0245;0,4902;0,5098;0;0;0,0294;0,152;0,1618;0,098;0,5;0,0588;0;0;0;0;0;0;0;0;0;0;0,9148;0,0852;1;13;6,3;1,634;0,0001;2,6;4588,76;1851,1
08 ;I65B;1124;0,4653;0,1459;0,1246;0,1077;0,1566;0,4947;0,5053;0;0;0,0302;0,0578;0,1121;0,1077;0,5133;0,0427;0,0142;0,0062;0,0116;0,0169;0,0062;0,0107;0,0294;0,0151;0,0258;0,2185;0,6938;0,0877;1;13;5;1,101;0,0004;3,4;3093,07;1568,5
08 ;I65C;3511;0,405;0,219;0,196;0,18;0;0,5309;0,4691;0;0;0;0;0;0;0;0,0225;0,1364;0,0738;0,0923;0,0763;0,0715;0,0869;0,2025;0,1116;0,1262;0,191;0,7376;0,0714;1;13;5,5;0,801;0,0013;3,2;2250,55;1385,27
08 ;I66A;419;0;0;0;0;1;0,4415;0,5585;0;0;0,0072;0,0048;0,0072;0,0095;0,0119;0;0,0263;0,0477;0,0931;0,0573;0,074;0,105;0,2649;0,148;0,1432;0,1049;0,7846;0,1105;4;31;15,9;2,204;0,0002;7,2;6188,78;3584,3
08 ;I66B;17529;0,5203;0,2188;0,1355;0,1119;0,0135;0,3113;0,6887;0;0;0,001;0,0074;0,0127;0,0163;0,0326;0,014;0,0465;0,0477;0,0967;0,0707;0,0713;0,0768;0,1843;0,1024;0,2196;0,1311;0,7996;0,0692;2;16;7,8;0,845;0,0067;3,8;2372,47;1077,69
08 ;I66C;3646;0,557;0,2682;0,1048;0,0628;0,0071;0,3673;0,6327;0;0;0,0019;0,025;0,0518;0,0557;0,1097;0,0461;0,0812;0,0656;0,1193;0,0719;0,0773;0,0697;0,1533;0,0524;0,0192;0;1;0;;;1;0,216;0,0014;0;605,47;265,55
08 ;I68A;92;0;0,0217;0,0109;0,5761;0,3913;0,5217;0,4783;0;0;0;0;0;0;0;0;0;0,0109;0,0217;0,0326;0,0109;0,0761;0,2826;0,25;0,3152;0,0574;0,7541;0,1885;6;39;21,9;2,473;0;8,1;6944,7;2613,99
08 ;I68B;755;0,0026;0;0,0066;0,8079;0,1828;0,3987;0,6013;0;0;0;0;0;0,0013;0;0,0013;0,0106;0,0146;0,0172;0,0318;0,0331;0,0636;0,1391;0,1762;0,5113;0,0942;0,8171;0,0887;3;24;11,6;1,387;0,0003;5,8;3896,44;1682,94
08 ;I68C;1086;0,0506;0,0157;0,082;0,7109;0,1409;0,4254;0,5746;0;0;0;0,0009;0,0009;0;0,0037;0;0,0064;0,0129;0,0203;0,0175;0,0276;0,0285;0,2597;0,1989;0,4227;0,1193;0,8044;0,0763;3;23;11,1;1,222;0,0004;5,5;3430,67;1607,04
08 ;I68D;50708;0,8553;0,0949;0,0461;0,0037;0;0,4214;0,5786;0;0;0,0006;0,0006;0,0015;0,0039;0,0123;0,0061;0,0538;0,0789;0,1389;0,0901;0,0843;0,0797;0,1821;0,1112;0,156;0,0007;0,934;0,0653;1;13;5,6;0,61;0,0193;3;1711,98;723,64
08 ;I68E;8400;0,9335;0,0449;0,0179;0,0035;0,0004;0,5015;0,4985;0;0;0,0006;0,0021;0,0051;0,0074;0,0231;0,0117;0,1386;0,1202;0,1612;0,0926;0,0823;0,073;0,1406;0,0693;0,0723;0;1;0;;;1;0,206;0,0032;0;577,91;204,78
08 ;I69A;6194;0,6201;0,2029;0,1017;0,0683;0,0069;0,3373;0,6627;0;0;0,0002;0,0002;0,0006;0,0003;0,0011;0,0013;0,0273;0,0354;0,1122;0,1011;0,1061;0,0986;0,2544;0,1332;0,128;0,1037;0,8532;0,0431;2;17;8,8;0,846;0,0024;3,8;2375,21;928,8
08 ;I69B;9008;0,6437;0,1901;0,0935;0,0633;0,0095;0,3319;0,6681;0;0;0,0006;0,0009;0,0023;0,0039;0,0058;0,0013;0,0073;0,0135;0,0524;0,0502;0,0605;0,0674;0,2081;0,1714;0,3544;0,0887;0,859;0,0524;1;15;6,7;0,691;0,0034;3,6;1940,27;879,53
08 ;I71A;37;0,027;0,5405;0,1622;0,2432;0,027;0,5135;0,4865;0;0;0;0,0541;0;0,1351;0,2432;0,0811;0,1622;0,1622;0,027;0,027;0;0;0,027;0;0,0811;0,3091;0,6727;0,0182;1;11;4,2;0,776;0;2,9;2178,07;1165,18
08 ;I71B;5045;0,7265;0,1526;0,0704;0,0438;0,0067;0,3964;0,6036;0;0;0,0022;0,0052;0,0117;0,019;0,0543;0,0216;0,0628;0,0648;0,1189;0,0749;0,0638;0,0634;0,1497;0,1025;0,1851;0,3045;0,6199;0,0756;1;10;4,5;0,538;0,0019;2,4;1511,09;695,9
08 ;I72Z;453;0,1104;0,0353;0,0397;0,638;0,1766;0,457;0,543;0;0;0;0,0066;0,0088;0,0088;0,011;0,0066;0,0177;0,0199;0,0287;0,0309;0,0287;0,0397;0,2053;0,1479;0,4393;0,1466;0,781;0,0724;2;20;9,6;1,132;0,0002;4,7;3179,79;1660,57
08 ;I73Z;1948;0,6129;0,1694;0,1093;0,0888;0,0195;0,3747;0,6253;0;0;0;0,0005;0,0015;0,001;0,0036;0,0005;0,0082;0,0098;0,0436;0,037;0,0575;0,0724;0,2567;0,193;0,3147;0,214;0,7162;0,0699;1;14;5,7;0,626;0,0007;3,5;1758,15;881,5
08 ;I74A;1812;0,7114;0,133;0,053;0,0866;0,016;0,4652;0,5348;0;0;0,0028;0,0265;0,0508;0,0502;0,0304;0,0116;0,0817;0,0717;0,1187;0,0795;0,0657;0,0717;0,1264;0,0778;0,1347;0,1479;0,7954;0,0566;1;14;6,2;0,691;0,0007;3,4;1940,68;892,99
08 ;I74B;144;0,9653;0,0278;0,0069;0;0;0,5208;0,4792;0;0;0;0,1319;0,3611;0,5069;0;0;0;0;0;0;0;0;0;0;0;0,7569;0,2202;0,0229;1;4;2,1;0,501;0,0001;0,4;1406,94;448,88
08 ;I74C;1428;0,8074;0,1261;0,0665;0;0;0,4706;0,5294;0;0;0;0;0;0;0,0714;0,0154;0,1085;0,0728;0,0882;0,0518;0,0609;0,0588;0,1043;0,0833;0,2843;0,385;0,5604;0,0546;1;9;3,8;0,487;0,0005;1,9;1366,26;599,84
08 ;I75A;589;0;0;0,4177;0,4533;0,129;0,2598;0,7402;0;0;0,0034;0;0,0017;0,0017;0,0068;0;0,0034;0,0085;0,0374;0,0221;0,0204;0,0407;0,1443;0,1426;0,5671;0,1396;0,7832;0,0771;2;18;8,3;0,92;0,0002;4,3;2584,42;1235,6
08 ;I75B;4563;0,7567;0,1915;0,046;0,0057;0;0,4043;0,5957;0;0;0,0035;0,0068;0,0129;0,0199;0,0405;0,011;0,0561;0,0462;0,0993;0,0686;0,0717;0,0629;0,1655;0,1037;0,2314;0,1903;0,7413;0,0684;1;11;5;0,572;0,0017;2,6;1605,53;702,65
08 ;I76A;430;0,3093;0,1488;0,1256;0,1907;0,2256;0,5395;0,4605;0;0;0,0977;0,0302;0,0349;0,0256;0,0581;0,007;0,0116;0,0326;0,0302;0,0233;0,0535;0,0837;0,1977;0,1163;0,1977;0,3366;0,5931;0,0703;2;20;7,7;1,121;0,0002;5,4;3147,27;1788,6
08 ;I76B;1681;0,6692;0,1535;0,0857;0,0916;0;0,5312;0,4688;0;0;0,0607;0,0309;0,0393;0,0464;0,0666;0,019;0,075;0,0553;0,0976;0,0512;0,0642;0,0512;0,1202;0,0785;0,144;0,3379;0,5948;0,0672;1;11;4,6;0,622;0,0006;2,7;1745,66;823,61
08 ;I77Z;2840;0,743;0,1447;0,0613;0,0437;0,0074;0,4718;0,5282;0;0;0,0025;0,0056;0,0106;0,0123;0,0426;0,0165;0,0856;0,0613;0,0965;0,0577;0,0602;0,0595;0,1415;0,113;0,2345;0,3002;0,6339;0,0658;1;10;4,4;0,511;0,0011;2,4;1434,44;644,25
08 ;I78Z;920;0,8109;0,1087;0,0424;0,0337;0,0043;0,4043;0,5957;0;0;0,0022;0,0022;0,0054;0,0185;0,0772;0,0261;0,0946;0,0413;0,0707;0,0478;0,0467;0,0576;0,15;0,1087;0,2511;0,557;0,3867;0,0563;1;7;3,3;0,455;0,0004;1,4;1276,57;525,06
08 ;I79Z;1702;0,7503;0,1751;0,0511;0,0223;0,0012;0,0987;0,9013;0;0;0;0;0;0,0035;0,0123;0,0094;0,0282;0,0729;0,2403;0,1863;0,1739;0,1063;0,1222;0,0317;0,0129;0,0653;0,9265;0,0082;2;18;9,8;0,867;0,0006;3,8;2434;809,11
08 ;I95Z;156;0,0705;0,1731;0,1154;0,2628;0,3782;0,4936;0,5064;0;0;0;0;0;0;0,0705;0,0256;0,0897;0,0449;0,141;0,0577;0,0513;0,1154;0,2179;0,0897;0,0962;0,0383;0,8525;0,1093;6;38;19,6;6,535;0,0001;8,6;18352,99;6842,55
08 ;I97Z;3600;0,6881;0,2281;0,065;0,0178;0,0011;0,2117;0,7883;0;0;0;0,0044;0,0047;0,0178;0,0667;0,0275;0,0278;0,0386;0,1528;0,1356;0,1369;0,1092;0,1856;0,0644;0,0281;0;0,9466;0,0534;;19;15,1;1,468;0,0014;1,2;4122,78;781,84
08 ;I98Z;613;0,093;0,1338;0,1338;0,2757;0,3638;0,6313;0,3687;0;0;0;0;0;0,0016;0,0016;0,0098;0,0489;0,0701;0,1158;0,1028;0,0979;0,0783;0,2268;0,1142;0,1321;0,0011;0,703;0,2959;11;54;36,1;6,089;0,0002;12,4;17098,72;6155,76
09 ;J01Z;301;0,598;0,1063;0,1096;0,186;0;0,0465;0,9535;0;0;0;0;0;0;0;0,0033;0,01;0,0997;0,3555;0,2126;0,1362;0,0797;0,0831;0,01;0,01;0,003;0,9121;0,0848;3;19;10,8;4,442;0,0001;3,5;12474,78;4110,79
09 ;J02A;266;0;0;0;0;1;0,5338;0,4662;0;0;0;0;0;0,0038;0;0,0038;0,0338;0,0489;0,1391;0,0752;0,0977;0,094;0,2519;0,0977;0,1541;0,0311;0,7514;0,2175;8;44;26,4;5,045;0,0001;10,4;14168,78;7030,36
09 ;J02B;474;0,1456;0,0633;0,0527;0,1709;0,5675;0,4578;0,5422;0;0;0;0;0,0042;0;0,0042;0,0063;0,0148;0,057;0,0675;0,0633;0,0485;0,0823;0,1857;0,135;0,3312;0,0703;0,7745;0,1552;6;40;21,9;3,531;0,0002;9,2;9916,1;4342,2
09 ;J02C;679;0,352;0,1443;0,1605;0,3432;0;0,4904;0,5096;0;0;0;0;0,0029;0,0015;0,0074;0;0,0221;0,0309;0,0854;0,0854;0,0692;0,0751;0,2003;0,1414;0,2784;0,0952;0,7979;0,1069;4;33;16,4;2,25;0,0003;7,6;6319,34;2927,31
09 ;J03Z;708;0,2881;0,1441;0,1723;0,346;0,0494;0,4859;0,5141;0;0;0;0;0;0,0014;0,0127;0,0014;0,0254;0,0311;0,0763;0,0664;0,065;0,0805;0,1624;0,1638;0,3136;0,0986;0,8119;0,0894;3;24;11,5;1,345;0,0003;5,8;3777,9;1779,79
09 ;J04Z;1874;0,6937;0,0971;0,1478;0,0544;0,0069;0,4477;0,5523;0;0;0,0005;0,0048;0,0032;0,0043;0,0112;0,0043;0,0384;0,0368;0,0891;0,0614;0,0662;0,087;0,2444;0,1467;0,2017;0,0797;0,8347;0,0855;1;14;5,7;0,798;0,0007;3,6;2241,19;1075,09
09 ;J06Z;952;0,7363;0,1691;0,0641;0,0284;0,0021;0;1;0;0;0;0;0;0;0;0;0,0126;0,1082;0,2941;0,188;0,1134;0,1155;0,1376;0,0242;0,0063;0,002;0,9297;0,0684;1;14;7,5;2,129;0,0004;2,7;5977,87;1794,87
09 ;J07A;396;0,7298;0,1237;0,0682;0,0707;0,0076;0,0076;0,9924;0;0;0;0;0;0;0;0;0,0051;0,0227;0,1869;0,1591;0,1086;0,1212;0,2576;0,0884;0,0505;0,0092;0,9145;0,0762;1;11;5,7;1,767;0,0002;2,2;4962,25;1491,8
