IO_DRG;IO_BereichNr;IO_KArt1;IO_KArt2;IO_KArt3;IO_KArt4a;IO_KArt4b;IO_KArt5;IO_KArt6a;IO_KArt6b;IO_KArt6c;IO_KArt7;IO_KArt8;IO_Summe
I41Z;2;5,54;0,00;0,11;0,59;0,08;0,00;1,12;0,02;0,02;1,53;4,03;13,04
I41Z;4;0,63;0,00;0,45;0,02;0,00;0,03;0,28;0,06;0,00;0,29;0,32;2,08
I41Z;5;0,45;0,00;0,30;0,02;0,00;0,00;0,07;0,00;0,00;0,05;0,10;0,99
I41Z;7;4,79;0,00;1,23;0,04;0,00;0,04;1,59;0,08;0,19;0,88;1,24;10,08
I41Z;8;6,39;0,00;6,54;0,19;0,00;0,05;2,49;0,43;0,13;2,57;3,54;22,33
I41Z;9;38,06;0,00;49,50;0,25;0,01;0,10;6,97;0,41;31,19;15,63;31,19;173,31
I41Z;10;3,08;0,00;21,02;0,93;4,98;0,00;14,74;0,00;51,64;2,93;8,18;107,50
I41Z;11;36,57;1,25;30,29;0,23;0,00;0,34;2,32;0,01;2,12;6,10;18,50;97,73
I41Z;12;3,52;1,60;511,12;0,16;0,00;0,00;4,08;0,07;92,51;24,53;163,76;801,35
I41Z;13;21,82;2,51;20,62;0,62;0,02;0,00;2,63;0,00;0,01;3,49;12,82;64,54
I42A;1;772,39;0,00;34,13;53,14;2,59;0,00;46,10;0,18;75,81;309,45;1266,69;2560,48
I42A;2;0,07;0,00;0,00;0,01;0,00;0,00;0,02;0,00;0,12;0,02;0,06;0,30
I42A;4;0,45;0,00;0,49;0,01;0,00;0,00;0,31;0,00;0,02;0,17;0,27;1,72
I42A;5;0,61;0,00;0,23;0,03;0,00;0,00;0,07;0,00;0,00;0,14;0,83;1,91
I42A;7;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,13;0,00;0,00;0,13
I42A;8;0,37;0,00;0,43;0,02;0,00;0,00;0,13;0,03;0,01;0,22;0,34;1,55
I42A;9;26,56;0,00;17,65;0,17;0,00;0,00;2,52;0,02;14,21;6,29;12,50;79,92
I42A;10;1,14;0,00;13,19;0,39;0,00;0,00;5,02;0,00;18,89;1,18;4,60;44,41
I42A;11;23,16;0,12;22,99;0,10;0,00;0,00;0,84;0,00;1,27;2,89;10,55;61,92
I42A;12;141,26;1,76;542,63;17,58;0,00;0,00;20,83;0,00;71,62;35,05;207,85;1038,58
I42A;13;7,16;0,86;7,77;0,06;0,00;0,00;0,26;0,00;0,70;0,77;3,26;20,84
I42B;1;584,51;0,00;32,72;44,76;2,21;0,00;43,70;0,70;2,70;221,84;850,54;1783,68
I42B;2;0,29;0,00;0,00;0,06;0,13;0,00;0,11;0,00;0,02;0,10;0,37;1,08
I42B;4;4,00;0,00;3,00;0,36;0,03;0,18;1,74;0,66;0,49;3,51;2,76;16,73
I42B;5;4,12;0,00;2,16;0,33;0,02;0,00;1,08;0,00;0,00;0,17;0,93;8,81
I42B;7;0,16;0,00;0,05;0,00;0,00;0,00;0,02;0,00;0,04;0,01;0,09;0,37
I42B;8;0,86;0,00;0,99;0,03;0,00;0,00;0,35;0,03;0,04;0,49;0,66;3,45
I42B;9;24,63;0,00;31,45;0,52;0,06;0,00;3,48;0,55;16,51;14,09;17,24;108,53
I42B;10;0,74;0,00;9,20;0,23;0,09;0,00;8,11;0,00;21,88;1,36;3,35;44,96
I42B;11;13,39;0,05;48,08;0,23;0,00;0,00;1,43;0,01;1,41;3,00;14,00;81,60
I42B;12;74,59;4,54;388,98;1,14;0,00;0,00;6,68;0,00;46,49;31,01;155,23;708,66
I42B;13;11,42;0,18;13,99;0,32;0,00;0,00;1,40;0,00;0,08;1,46;6,61;35,46
I43A;1;1243,89;0,00;110,34;177,54;33,09;0,00;169,70;2,40;15,43;649,52;2092,74;4494,65
I43A;2;402,07;0,00;18,72;54,16;26,44;0,00;109,17;0,32;0,22;145,44;365,58;1122,12
I43A;4;1126,57;0,00;718,43;34,53;39,51;2969,41;444,45;196,09;15,11;519,93;641,00;6705,03
I43A;5;736,60;0,00;440,00;40,00;5,18;0,00;130,95;3,04;0,00;91,80;213,18;1660,75
I43A;7;1,21;0,00;0,64;0,02;0,00;0,00;0,12;0,45;0,01;0,39;0,62;3,46
I43A;8;7,63;0,00;10,41;0,26;0,00;0,31;4,22;2,80;0,00;4,04;4,95;34,62
I43A;9;74,77;0,00;81,87;0,90;1,19;0,00;12,41;13,44;35,69;37,35;57,94;315,56
I43A;10;35,72;0,00;146,17;7,38;238,47;0,00;100,00;1,66;249,81;19,60;62,37;861,18
I43A;11;32,11;0,40;19,03;0,70;0,00;0,00;3,48;0,97;1,33;4,49;11,96;74,47
I43A;12;21,93;2,64;405,38;2,08;0,00;0,00;5,24;0,13;105,41;19,25;145,12;707,18
I43A;13;36,15;4,48;29,47;0,84;0,03;0,00;3,30;0,00;0,00;6,05;21,07;101,39
I43B;1;576,77;0,00;44,14;49,13;5,08;0,00;57,26;0,87;6,39;277,15;903,54;1920,33
I43B;2;50,80;0,00;2,40;6,27;0,89;0,00;13,00;0,06;0,12;20,10;51,43;145,07
I43B;4;650,48;0,00;442,98;19,82;23,12;2837,77;285,09;124,61;21,74;319,69;378,76;5104,06
I43B;5;412,40;0,00;254,45;23,40;1,13;0,00;71,55;3,05;5,22;52,48;117,99;941,67
I43B;7;0,54;0,00;0,45;0,03;0,00;0,02;0,27;0,41;0,15;0,16;0,26;2,29
I43B;8;0,48;0,00;0,50;0,02;0,00;0,00;0,19;0,04;0,00;0,18;0,25;1,66
I43B;9;26,25;0,00;35,98;0,30;0,01;0,00;3,47;0,08;22,75;10,98;20,09;119,91
I43B;10;7,55;0,00;35,87;1,48;27,56;0,00;27,13;0,38;75,64;4,35;15,26;195,22
I43B;11;10,06;0,02;7,21;0,17;0,00;0,01;0,88;0,02;0,49;1,32;3,80;23,98
I43B;12;10,37;0,92;189,29;0,84;0,00;0,00;3,36;0,09;41,08;8,02;65,86;319,83
I43B;13;23,15;2,73;18,79;0,39;0,00;0,00;1,88;0,04;0,04;3,95;12,35;63,32
I44A;1;672,36;0,00;56,96;70,34;20,11;0,00;82,45;1,44;6,29;357,42;1019,03;2286,40
I44A;2;324,27;0,00;8,44;44,42;5,35;0,00;81,93;1,61;3,57;100,13;275,05;844,77
I44A;4;522,65;0,00;417,98;17,86;7,90;1059,16;213,22;119,73;58,61;241,15;307,86;2966,12
I44A;5;391,04;0,00;252,10;23,18;0,37;0,00;75,24;2,04;1,52;53,48;116,65;915,62
I44A;7;16,07;0,00;16,69;0,93;0,00;2,09;7,73;23,53;0,05;5,63;8,68;81,40
I44A;8;11,95;0,00;12,27;0,29;0,04;5,44;4,45;2,90;0,00;6,34;7,67;51,35
I44A;9;60,72;0,00;65,52;1,42;0,00;6,89;9,31;4,21;47,83;23,95;41,26;261,11
I44A;10;19,38;0,00;79,75;1,62;58,64;0,00;64,29;1,07;87,99;11,15;36,54;360,43
I44A;11;34,15;0,11;18,87;0,38;0,00;0,00;3,25;1,05;3,49;5,27;12,15;78,72
I44A;12;17,63;0,78;218,99;1,04;0,00;0,00;2,74;0,00;50,72;9,09;72,45;373,44
I44A;13;26,52;3,92;21,65;0,42;0,00;0,00;3,16;0,00;0,00;4,06;13,09;72,82
I44B;1;595,36;0,00;45,71;53,95;7,28;0,00;62,67;2,53;4,83;292,33;946,17;2010,83
I44B;2;36,49;0,00;3,03;4,79;0,13;0,00;11,02;0,00;0,00;15,39;41,01;111,86
I44B;4;478,72;0,00;346,59;17,00;33,45;1340,15;211,46;118,73;15,21;270,59;290,35;3122,25
I44B;5;336,81;0,00;209,97;19,56;1,63;0,00;59,13;2,48;13,05;42,68;99,99;785,30
I44B;7;0,92;0,00;1,30;0,07;0,00;1,53;0,34;0,15;0,02;0,74;0,92;5,99
I44B;8;0,09;0,00;0,49;0,00;0,00;0,00;0,05;0,00;0,00;0,02;0,13;0,78
I44B;9;20,99;0,00;30,55;0,23;0,00;0,00;3,07;0,15;16,26;10,64;18,74;100,63
I44B;10;7,50;0,00;35,87;1,33;10,53;0,00;27,60;0,08;111,34;4,92;16,13;215,30
I44B;11;7,25;0,02;5,70;0,15;0,00;0,00;0,82;0,00;0,65;1,08;2,85;18,52
I44B;12;9,21;0,79;170,99;0,65;0,00;0,00;2,89;0,00;32,82;6,70;63,58;287,63
I44B;13;28,01;3,20;23,37;0,43;0,00;0,00;2,37;0,00;0,10;4,92;15,11;77,51
I44C;1;514,98;0,00;32,37;39,90;1,56;0,00;50,71;0,20;7,29;233,12;794,73;1674,86
I44C;2;32,05;0,00;1,23;4,37;0,04;0,00;9,50;0,01;0,03;12,20;36,74;96,17
I44C;4;414,71;0,00;300,22;11,48;6,32;1271,02;185,03;94,75;50,05;204,96;235,85;2774,39
I44C;5;286,85;0,00;185,07;17,24;0,57;0,00;50,51;4,22;10,91;35,85;81,47;672,69
I44C;7;0,31;0,00;0,19;0,01;0,00;0,16;0,13;0,11;0,07;0,07;0,11;1,16
I44C;8;0,14;0,00;0,17;0,01;0,00;0,00;0,06;0,03;0,01;0,07;0,10;0,59
I44C;9;21,74;0,00;39,09;0,26;0,03;0,00;4,10;0,08;22,23;11,06;20,51;119,10
I44C;10;2,78;0,00;21,46;0,71;4,80;0,00;15,96;0,28;30,71;2,41;7,84;86,95
I44C;11;7,58;0,02;6,20;0,14;0,00;0,00;0,66;0,03;0,30;1,04;3,07;19,04
I44C;12;8,99;0,91;163,46;0,70;0,00;0,00;2,93;0,02;37,24;6,73;60,07;281,05
I44C;13;22,70;3,87;17,18;0,34;0,00;0,00;1,69;0,00;0,07;4,05;11,59;61,49
I44D;1;430,31;0,00;27,38;32,56;1,15;0,00;43,71;0,11;5,07;208,98;701,66;1450,93
I44D;2;17,58;0,00;0,41;2,38;0,06;0,00;4,28;0,00;0,01;9,22;25,21;59,15
I44D;4;377,71;0,00;261,27;11,07;4,58;1168,00;157,30;114,61;52,01;196,41;206,45;2549,41
I44D;5;272,16;0,00;175,89;16,93;1,44;0,00;45,20;1,34;1,28;33,61;78,89;626,74
I44D;7;0,02;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,09;0,00;0,00;0,12
I44D;8;0,08;0,00;0,10;0,00;0,00;0,00;0,03;0,01;0,00;0,03;0,06;0,31
I44D;9;19,89;0,00;37,64;0,23;0,00;0,00;2,97;0,05;18,48;13,83;20,60;113,69
I44D;10;2,08;0,00;15,68;0,56;0,45;0,00;11,28;0,29;24,16;1,85;6,11;62,46
I44D;11;6,80;0,02;8,61;0,18;0,00;0,00;0,76;0,00;0,96;1,08;3,34;21,75
I44D;12;9,89;0,19;132,27;0,46;0,00;0,00;3,75;0,03;37,07;7,08;53,27;244,01
I44D;13;19,38;2,49;14,53;0,31;0,00;0,00;1,47;0,00;0,09;3,27;9,25;50,79
I44E;1;470,24;0,00;34,51;37,26;2,24;0,00;47,70;1,99;4,95;218,30;731,69;1548,88
I44E;2;19,18;0,00;1,17;2,81;0,00;0,00;6,03;0,00;0,00;6,90;21,74;57,83
I44E;4;328,69;0,00;236,64;9,73;4,11;395,68;140,40;74,20;44,45;169,45;185,42;1588,77
I44E;5;243,53;0,00;155,20;14,75;0,94;0,00;43,19;2,69;8,32;28,65;67,62;564,89
I44E;7;0,19;0,00;0,21;0,01;0,00;0,00;0,13;0,00;0,00;0,06;0,11;0,71
I44E;8;0,13;0,00;0,13;0,00;0,01;0,00;0,05;0,01;0,00;0,06;0,09;0,48
I44E;9;18,10;0,00;30,41;0,24;0,05;0,00;3,10;0,09;12,03;9,30;15,85;89,17
I44E;10;5,48;0,00;28,42;0,81;2,76;0,00;21,36;0,12;64,44;3,87;12,18;139,44
I44E;11;8,72;0,01;8,94;0,17;0,00;0,00;0,95;0,00;0,35;1,19;3,81;24,14
I44E;12;8,26;0,97;154,94;0,67;0,00;0,00;2,46;0,21;25,67;6,08;59,79;259,05
I44E;13;25,88;3,37;16,22;0,31;0,00;0,00;1,72;0,00;0,03;4,02;11,32;62,87
I45A;1;362,87;0,00;32,80;20,21;10,66;0,00;35,99;3,60;30,30;148,99;489,82;1135,24
I45A;2;70,25;0,00;0,14;6,88;0,01;0,00;13,05;0,02;0,00;20,27;58,51;169,13
I45A;4;545,11;0,00;471,02;31,15;2,37;3949,37;290,47;61,69;240,66;259,49;409,21;6260,54
I45A;5;428,69;0,00;274,12;24,57;0,79;0,00;69,45;5,20;0,02;70,61;130,73;1004,18
I45A;9;18,96;0,00;24,97;0,37;0,03;0,00;3,31;1,46;27,53;10,50;14,11;101,24
I45A;10;2,62;0,00;16,83;0,89;0,00;0,00;13,70;1,61;17,04;1,81;7,05;61,55
I45A;11;4,55;0,17;3,78;0,05;0,00;0,00;0,39;0,01;0,50;0,63;2,07;12,15
I45A;12;4,92;0,00;28,56;0,20;0,00;0,00;1,00;0,00;6,12;2,30;10,75;53,85
I45A;13;18,97;1,44;14,54;0,77;0,00;0,00;2,61;0,00;0,00;2,80;12,18;53,31
I45B;1;295,84;0,00;24,15;17,46;8,41;0,00;27,08;3,82;56,05;127,83;393,57;954,21
I45B;2;35,06;0,00;0,41;3,28;0,03;0,00;5,82;0,00;0,00;13,85;31,77;90,22
I45B;4;401,83;0,00;336,80;23,13;2,51;2222,79;208,72;58,28;135,89;207,54;266,39;3863,88
I45B;5;336,57;0,00;213,85;19,36;0,61;0,00;59,97;2,00;0,07;40,65;98,88;771,96
I45B;7;0,01;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02
I45B;9;21,27;0,00;24,85;0,41;0,01;0,00;3,40;0,05;16,26;10,02;15,24;91,51
I45B;10;2,41;0,00;13,13;0,78;0,03;0,00;11,65;0,03;13,71;1,50;5,58;48,82
I45B;11;5,61;0,28;4,55;0,07;0,00;0,00;0,67;0,00;0,14;0,66;2,41;14,39
I45B;12;3,07;0,00;24,64;0,10;0,00;0,00;0,73;0,00;7,70;1,01;8,17;45,42
I45B;13;16,59;0,83;12,43;0,34;0,00;0,00;1,47;0,00;0,04;1,97;8,94;42,61
I46A;1;992,58;0,00;66,85;116,93;34,17;0,00;135,85;3,77;20,31;496,47;1473,90;3340,83
I46A;2;581,61;0,00;13,00;87,66;63,38;0,00;164,22;1,70;0,95;194,75;507,84;1615,11
I46A;4;972,37;0,00;624,03;23,08;16,49;1569,83;354,75;169,94;5,47;397,58;478,06;4611,60
I46A;5;578,79;0,00;367,43;34,55;2,98;0,00;104,09;4,55;0,70;72,49;164,23;1329,81
I46A;7;10,17;0,00;9,68;0,35;0,10;12,39;3,78;15,00;0,02;3,62;7,99;63,10
I46A;8;5,97;0,00;7,15;0,27;0,01;0,00;2,38;2,10;0,00;2,33;6,00;26,21
I46A;9;86,19;0,00;95,12;0,68;0,29;0,04;14,27;7,25;56,65;37,43;59,03;356,95
I46A;10;23,11;0,00;116,93;3,62;336,42;0,00;89,04;1,88;145,46;15,82;49,21;781,49
I46A;11;39,90;0,47;22,61;0,29;0,00;0,13;2,69;0,49;4,03;5,18;13,12;88,91
I46A;12;8,17;5,98;298,74;0,54;0,00;0,00;2,99;2,24;80,06;13,44;93,77;505,93
I46A;13;57,50;6,14;47,42;1,71;0,02;0,00;6,29;0,00;0,05;9,22;31,57;159,92
I46B;1;805,50;0,00;51,84;82,45;20,48;0,00;95,71;0,93;8,62;413,09;1205,88;2684,50
I46B;2;169,57;0,00;3,55;29,34;17,29;0,00;45,49;2,16;1,14;66,67;170,82;506,03
I46B;4;845,23;0,00;551,27;19,96;10,28;1484,66;308,85;181,82;2,08;340,39;406,72;4151,26
I46B;5;492,51;0,00;324,89;28,20;1,69;0,00;88,23;5,00;1,31;60,01;138,53;1140,37
I46B;7;2,94;0,00;2,41;0,11;0,00;2,99;1,72;1,23;0,02;0,78;1,24;13,44
I46B;8;0,32;0,00;0,40;0,01;0,00;0,00;0,15;0,00;0,00;0,16;0,17;1,21
I46B;9;65,26;0,00;72,35;0,69;0,00;0,10;10,16;0,14;35,71;28,95;46,32;259,68
I46B;10;12,84;0,00;69,19;3,35;188,32;0,00;52,65;0,29;64,45;7,62;26,70;425,41
I46B;11;11,96;0,04;7,72;0,23;0,00;0,00;1,04;0,00;0,73;1,62;4,21;27,55
I46B;12;6,80;0,62;246,47;0,22;0,00;0,00;2,16;0,10;37,56;9,91;80,92;384,76
I46B;13;53,37;5,63;45,27;1,86;1,34;0,00;6,43;0,00;0,14;8,67;29,63;152,34
I46C;1;620,98;0,00;43,53;54,67;19,46;0,00;63,24;1,31;5,35;300,49;974,38;2083,41
I46C;2;99,98;0,00;3,59;15,58;7,10;0,00;27,31;0,20;0,58;44,23;105,13;303,70
I46C;4;714,48;0,00;451,51;20,98;15,90;1228,26;293,68;118,39;7,72;357,26;420,16;3628,34
I46C;5;440,85;0,00;266,83;26,55;0,66;0,00;74,96;3,63;1,64;57,33;129,22;1001,67
I46C;7;0,46;0,00;0,17;0,00;0,00;1,04;0,13;0,27;0,55;0,12;0,23;2,97
I46C;8;0,06;0,00;0,07;0,00;0,00;0,00;0,05;0,00;0,00;0,02;0,04;0,24
I46C;9;26,08;0,00;36,48;0,29;0,08;0,00;3,81;0,06;29,30;12,44;21,66;130,20
I46C;10;9,44;0,00;46,33;1,73;69,97;0,00;34,28;0,76;105,98;5,91;19,51;293,91
I46C;11;8,45;0,02;6,90;0,15;0,00;0,00;0,84;0,01;0,64;1,12;3,61;21,74
I46C;12;4,29;0,30;149,89;0,21;0,00;0,00;1,90;0,12;44,76;5,43;50,84;257,74
I46C;13;30,53;3,86;26,14;0,67;0,00;0,00;2,68;0,00;0,02;5,22;17,17;86,29
I47A;1;616,93;0,00;42,23;53,89;8,22;0,00;62,19;1,03;6,55;301,15;976,14;2068,33
I47A;2;89,17;0,00;3,07;13,62;4,06;0,00;23,55;0,09;0,87;33,30;87,46;255,19
I47A;4;634,54;0,00;408,23;17,60;11,21;1111,68;242,03;99,58;10,08;307,95;351,56;3194,46
I47A;5;388,42;0,00;236,56;22,04;0,58;0,00;64,93;2,46;2,35;49,20;110,65;877,19
I47A;7;0,15;0,00;0,25;0,02;0,00;0,39;0,15;0,20;0,19;0,14;0,16;1,65
I47A;8;0,43;0,00;0,51;0,01;0,00;0,85;0,25;0,12;0,00;0,19;0,28;2,64
I47A;9;26,56;0,00;36,44;0,35;0,38;0,10;4,08;0,57;26,88;12,78;21,77;129,91
I47A;10;7,87;0,00;41,90;1,66;62,30;0,00;31,96;0,33;87,95;5,44;18,06;257,47
I47A;11;9,35;0,05;8,27;0,17;0,00;0,00;1,01;0,19;0,95;1,27;4,15;25,41
I47A;12;4,66;0,57;154,96;0,26;0,00;0,00;1,80;0,03;41,91;6,10;53,32;263,61
I47A;13;31,28;2,59;25,94;0,69;0,00;0,00;2,81;0,00;0,04;5,21;17,85;86,41
I47B;1;579,01;0,00;39,09;54,33;9,56;0,00;66,35;1,01;4,79;287,71;838,88;1880,73
I47B;2;81,56;0,00;1,84;12,63;2,25;0,00;21,62;0,29;0,52;28,98;75,32;225,01
I47B;4;450,42;0,00;308,40;11,36;8,25;908,43;175,02;89,97;5,78;201,31;235,15;2394,09
I47B;5;297,27;0,00;199,35;16,93;1,02;0,00;52,91;1,20;0,89;38,55;87,39;695,51
I47B;7;0,44;0,00;0,42;0,02;0,00;0,79;0,32;0,20;0,05;0,14;0,23;2,61
I47B;8;0,82;0,00;0,90;0,03;0,00;0,02;0,37;0,22;0,01;0,42;0,56;3,35
I47B;9;37,44;0,00;45,42;0,45;0,04;0,21;5,59;0,46;25,70;16,81;27,99;160,11
I47B;10;6,45;0,00;39,19;1,54;37,31;0,00;28,56;0,61;39,92;4,49;15,12;173,19
I47B;11;8,11;0,03;5,56;0,13;0,00;0,02;0,74;0,03;0,24;1,31;3,14;19,31
I47B;12;4,37;0,79;152,27;0,19;0,00;0,00;1,49;0,10;27,40;6,01;53,67;246,29
I47B;13;44,64;4,72;40,22;1,63;0,10;0,00;5,58;0,00;0,07;6,97;24,68;128,61
I47C;1;484,15;0,00;28,22;37,36;1,95;0,00;47,26;0,35;3,12;226,59;757,32;1586,32
I47C;2;35,00;0,00;1,90;4,53;0,07;0,00;9,30;0,04;0,02;13,61;38,71;103,18
I47C;4;409,55;0,00;264,39;9,95;1,88;1232,89;156,24;64,10;23,04;180,02;203,67;2545,73
I47C;5;258,22;0,00;165,30;15,51;0,33;0,00;44,35;3,92;5,21;31,61;72,33;596,78
I47C;7;0,30;0,00;0,21;0,01;0,00;0,08;0,14;0,07;0,14;0,07;0,10;1,12
I47C;8;0,12;0,00;0,14;0,00;0,00;0,00;0,05;0,01;0,01;0,05;0,09;0,47
I47C;9;16,18;0,00;27,38;0,20;0,00;0,09;3,07;0,04;16,37;8,25;14,51;86,09
I47C;10;2,98;0,00;22,38;0,73;7,75;0,00;17,15;0,18;31,60;2,45;8,14;93,36
I47C;11;6,94;0,02;6,31;0,14;0,00;0,00;0,65;0,02;0,42;1,02;3,04;18,56
I47C;12;4,28;0,42;124,84;0,32;0,00;0,00;1,97;0,02;30,73;5,13;43,22;210,93
I47C;13;23,52;4,12;17,28;0,30;0,00;0,00;1,57;0,00;0,06;4,16;11,88;62,89
I50A;1;905,85;0,00;85,63;93,63;13,05;0,00;119,30;43,35;20,88;514,90;1485,13;3281,72
I50A;2;36,89;0,00;0,86;4,82;2,57;0,00;9,47;0,03;0,51;13,33;35,16;103,64
I50A;4;706,08;0,00;557,93;26,23;7,64;149,41;298,93;118,35;8,42;311,96;444,42;2629,37
I50A;5;552,08;0,00;372,95;30,30;1,01;0,00;103,15;1,19;0,13;75,36;159,34;1295,51
I50A;7;0,58;0,00;0,49;0,02;0,00;0,00;0,25;0,14;0,00;0,24;0,29;2,01
I50A;8;0,97;0,00;1,14;0,04;0,00;0,00;0,53;0,06;0,00;0,45;0,69;3,88
I50A;9;39,36;0,00;39,12;0,84;0,17;0,29;7,28;3,57;15,91;16,46;25,26;148,26
I50A;10;19,00;0,00;61,34;2,37;11,22;0,00;46,06;0,27;81,78;8,28;27,96;258,28
I50A;11;14,93;0,09;9,10;0,19;0,00;0,00;1,36;0,12;0,83;1,99;5,55;34,16
I50A;12;6,03;0,84;98,54;0,23;0,00;0,00;2,24;4,36;9,01;4,61;34,57;160,43
I50A;13;42,74;2,50;34,55;1,45;0,00;0,00;4,57;0,00;0,10;6,61;23,03;115,55
I50B;1;554,70;0,00;39,64;48,98;6,94;0,00;65,68;16,64;11,04;283,22;831,53;1858,37
I50B;2;10,27;0,00;0,15;1,45;0,08;0,00;2,46;0,26;0,20;3,23;11,46;29,56
I50B;4;346,88;0,00;325,13;11,89;2,78;26,05;153,38;74,15;7,24;180,16;241,46;1369,12
I50B;5;336,13;0,00;232,73;18,19;0,49;0,00;58,67;0,77;0,00;42,27;95,99;785,24
I50B;8;0,38;0,00;0,54;0,01;0,00;0,00;0,17;0,03;0,00;0,41;0,23;1,77
I50B;9;21,12;0,00;21,84;0,30;0,09;0,00;3,78;1,21;17,75;9,21;14,97;90,27
I50B;10;9,00;0,00;36,16;1,75;1,62;0,00;24,18;0,04;55,55;4,30;15,52;148,12
I50B;11;7,72;0,02;5,49;0,13;0,00;0,00;0,68;0,00;0,70;0,94;2,95;18,63
I50B;12;2,03;0,79;43,70;0,09;0,00;0,00;0,73;0,56;4,52;1,83;15,06;69,31
I50B;13;39,03;5,22;33,49;1,18;0,00;0,00;5,13;0,00;0,01;5,36;21,50;110,92
I50C;1;303,52;0,00;44,79;32,52;0,94;0,00;36,28;0,05;4,71;145,69;451,12;1019,62
I50C;2;4,36;0,00;0,00;0,34;0,06;0,00;0,97;0,00;0,00;1,22;2,62;9,57
I50C;4;191,13;0,00;173,00;5,70;0,46;25,87;70,88;24,06;14,67;88,43;134,54;728,74
I50C;5;121,16;0,00;80,99;7,02;0,04;0,00;26,38;0,01;0,00;17,67;38,87;292,14
I50C;8;1,45;0,00;3,04;0,19;0,03;0,00;2,45;0,00;0,00;0,93;1,80;9,89
I50C;9;9,38;0,00;10,05;0,35;0,00;0,00;1,56;0,49;2,98;3,73;6,23;34,77
I50C;10;21,28;0,00;44,07;0,34;0,00;0,00;24,74;0,18;19,81;6,58;24,39;141,39
I50C;11;11,57;0,04;10,81;1,00;0,00;0,00;1,84;0,00;0,00;2,56;6,00;33,82
I50C;12;3,29;0,00;9,32;0,27;0,00;0,00;0,95;0,00;0,00;0,66;2,81;17,30
I50C;13;19,90;0,07;12,80;0,41;0,00;0,00;0,99;0,00;0,01;3,81;10,18;48,17
I54A;1;595,24;0,00;74,47;119,66;44,20;0,00;84,24;0,95;23,34;348,62;796,87;2087,59
I54A;2;11,23;0,00;1,86;2,06;3,62;0,00;2,76;0,01;0,05;5,13;14,62;41,34
I54A;4;7,29;0,00;5,62;1,01;0,00;1,87;5,01;2,18;0,01;4,95;6,04;33,98
I54A;5;8,40;0,00;4,33;0,40;0,00;0,00;1,53;0,00;0,00;0,96;1,91;17,53
I54A;7;0,19;0,00;0,33;0,01;0,00;0,00;0,13;0,00;0,00;0,14;0,13;0,93
I54A;8;5,37;0,00;4,71;0,16;0,00;0,00;1,48;4,01;0,00;2,35;2,47;20,55
I54A;9;322,86;0,00;525,59;4,80;0,23;1,29;37,74;11,86;159,65;334,17;273,35;1671,54
I54A;10;12,69;0,00;38,91;0,39;30,85;0,00;32,51;0,00;24,46;6,41;18,23;164,45
I54A;11;16,50;0,03;18,17;0,31;0,00;0,00;2,14;0,14;1,80;2,74;9,12;50,95
I54A;12;31,09;3,37;83,05;0,35;0,06;0,00;1,31;5,97;9,31;19,06;22,71;176,28
I54A;13;25,97;1,87;18,09;0,56;0,06;0,00;2,41;0,00;0,03;7,43;14,48;70,90
I54B;1;386,43;0,00;76,35;66,73;71,47;0,00;50,70;6,79;32,48;224,38;540,12;1455,45
I54B;2;12,33;0,00;1,08;2,82;0,36;0,00;4,12;0,05;0,19;4,91;14,06;39,92
I54B;4;7,20;0,00;5,64;0,53;0,01;3,66;3,91;2,29;0,02;3,54;4,79;31,59
I54B;5;7,34;0,00;4,37;0,40;0,00;0,00;1,40;0,00;0,00;0,89;1,86;16,26
I54B;7;0,87;0,00;1,19;0,03;0,01;0,00;0,18;0,74;0,00;0,52;0,75;4,29
I54B;8;5,84;0,00;6,44;0,21;0,00;1,33;2,39;3,07;0,00;3,62;3,62;26,52
I54B;9;203,44;0,00;298,54;1,69;10,67;0,94;31,07;11,53;115,55;202,38;163,04;1038,85
I54B;10;11,00;0,00;30,23;0,55;20,59;0,00;24,23;1,49;23,43;5,59;13,86;130,97
I54B;11;16,29;0,04;10,56;0,33;0,00;0,00;1,61;0,00;0,00;2,58;5,89;37,30
I54B;12;14,75;1,53;47,20;0,37;0,02;0,00;4,83;0,57;8,38;17,00;22,02;116,67
I54B;13;22,04;1,42;17,14;0,57;1,53;0,00;2,23;0,28;0,02;4,50;10,96;60,69
I59Z;1;203,26;0,00;17,35;13,51;0,94;0,00;22,33;0,39;1,46;101,18;282,95;643,37
I59Z;2;2,62;0,00;0,06;0,32;0,00;0,00;0,53;0,00;0,01;1,12;2,77;7,43
I59Z;4;218,21;0,00;184,71;7,71;0,34;74,50;97,43;47,98;4,20;118,00;135,10;888,18
I59Z;5;201,99;0,00;131,64;11,68;0,57;0,00;36,65;0,86;2,47;26,46;58,94;471,26
I59Z;7;0,08;0,00;0,06;0,01;0,00;0,00;0,04;0,02;0,00;0,02;0,03;0,26
I59Z;8;0,01;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,03
I59Z;9;14,54;0,00;17,74;0,14;0,00;0,00;1,90;0,04;5,72;6,97;10,99;58,04
I59Z;10;0,88;0,00;4,52;0,18;0,00;0,00;3,49;0,00;4,92;0,61;1,99;16,59
